id,address_state,application_type,emp_length,emp_title,grade,home_ownership,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,issue_date
874759,TX,INDIVIDUAL,"2 years","American General Life and Accident Ins",A,MORTGAGE,14-09-2021,14-09-2021,"Fully Paid",14-10-2021,1089260,"Debt consolidation",A4," 36 months","Not Verified",35000,0.1587,186.61,0.0749,6000,28,6718,2021-09-11
738322,MO,INDIVIDUAL,"2 years","Manchester United Methodist Church",A,MORTGAGE,16-02-2021,14-05-2021,"Fully Paid",14-06-2021,935675,"Debt consolidation",A4," 36 months","Not Verified",45000,0.1461,223.28,0.0729,7200,18,8038,2021-04-11
617788,WA,INDIVIDUAL,"2 years","BCRA Design",A,MORTGAGE,15-12-2021,13-09-2021,"Fully Paid",13-10-2021,791995,"Debt consolidation",A4," 36 months","Not Verified",80000,0.17,189.38,0.0654,10000,28,6812,2021-11-10
744934,TX,INDIVIDUAL,"2 years",,A,MORTGAGE,14-03-2021,14-02-2021,"Fully Paid",14-03-2021,943455,"Debt consolidation",A4," 36 months","Not Verified",42000,0.2977,281.47,0.0749,9050,32,10122,2021-05-11
735898,CA,INDIVIDUAL,"2 years","Northroup Grumman Corp",A,MORTGAGE,15-06-2021,12-02-2021,"Fully Paid",12-03-2021,932724,"Debt consolidation",A4," 36 months","Not Verified",86376,0.1085,620.2,0.0729,20000,56,20983,2021-04-11
1050684,MO,INDIVIDUAL,"2 years","Furniture Row Companies",A,MORTGAGE,16-04-2021,14-09-2021,"Fully Paid",14-10-2021,1282331,"Debt consolidation",A5," 36 months","Not Verified",23000,0.06,222.28,0.089,7000,7,7992,2021-12-11
435974,CA,INDIVIDUAL,"2 years","CA Department of Finance",A,MORTGAGE,11-01-2021,11-01-2021,"Fully Paid",11-02-2021,521328,"Debt consolidation",A5," 36 months","Not Verified",56628,0.0742,381.26,0.0894,12000,18,13160,2021-08-09
406329,MA,INDIVIDUAL,"2 years","Triangle Engineering, Inc.",A,MORTGAGE,12-06-2021,12-06-2021,"Fully Paid",12-07-2021,454874,"Debt consolidation",A5," 36 months","Not Verified",75600,0.1541,465.37,0.0963,14500,37,16753,2021-05-09
587770,VA,INDIVIDUAL,"2 years",CACI,A,MORTGAGE,15-02-2021,12-04-2021,"Fully Paid",12-05-2021,755146,"Debt consolidation",A5," 36 months","Not Verified",102960,0.21,500.5,0.0788,16000,32,17480,2021-09-10
873949,NY,INDIVIDUAL,"2 years","Eastside Dental",A,MORTGAGE,13-06-2021,12-04-2021,"Fully Paid",12-05-2021,1088337,"Debt consolidation",A5," 36 months","Not Verified",50000,0.1882,202.01,0.0849,6400,16,6693,2021-09-11
422481,TX,INDIVIDUAL,"2 years","Essilor of America",A,MORTGAGE,16-05-2021,12-07-2021,"Fully Paid",12-08-2021,496986,"Debt consolidation",A5," 36 months","Not Verified",84000,0.086,128.38,0.0963,4000,22,4622,2021-07-09
448916,AL,INDIVIDUAL,"2 years","Imaging Business Machines",A,MORTGAGE,15-09-2021,11-05-2021,"Fully Paid",11-06-2021,551217,"Debt consolidation",A5," 36 months","Not Verified",69000,0.0953,317.72,0.0894,10000,20,11092,2021-10-09
480130,CA,INDIVIDUAL,"2 years","Tiny Prints",A,MORTGAGE,13-02-2021,13-02-2021,"Fully Paid",13-03-2021,610203,"Debt consolidation",A5," 36 months","Not Verified",85000,0.0448,312.81,0.0788,10000,14,11261,2021-01-10
395627,MA,INDIVIDUAL,"2 years","WGA Insurance",A,MORTGAGE,13-06-2021,10-02-2021,"Fully Paid",10-03-2021,435300,"Debt consolidation",A5," 36 months","Not Verified",107000,0.0941,346.62,0.0963,10800,32,11423,2021-04-09
604990,NY,INDIVIDUAL,"2 years",,A,MORTGAGE,15-05-2021,13-11-2021,"Fully Paid",13-12-2021,776121,"Debt consolidation",A5," 36 months","Not Verified",67200,0.1307,331.49,0.0691,10750,54,11934,2021-10-10
995848,MI,INDIVIDUAL,"3 years","Wesleyan Native Ministries",A,MORTGAGE,14-10-2021,14-11-2021,"Fully Paid",14-12-2021,1220433,"Debt consolidation",A1," 36 months","Not Verified",65000,0.0131,182.62,0.0603,6000,18,6568,2021-10-11
971671,PA,INDIVIDUAL,"3 years","Price Rite Supermarkets",A,MORTGAGE,13-07-2021,13-07-2021,"Fully Paid",13-08-2021,1193405,"Debt consolidation",A1," 36 months","Not Verified",50000,0.0653,304.36,0.0603,10000,15,10755,2021-10-11
976700,AZ,INDIVIDUAL,"3 years",GoDaddy.com,A,MORTGAGE,14-10-2021,14-09-2021,"Fully Paid",14-10-2021,1199475,"Debt consolidation",A1," 36 months","Not Verified",86625,0.1394,451.21,0.0603,14825,23,16224,2021-10-11
792312,PA,INDIVIDUAL,"3 years","BNY Mellon",A,MORTGAGE,14-03-2021,14-03-2021,"Fully Paid",14-04-2021,996723,"Debt consolidation",A1," 36 months","Not Verified",80000,0.0533,165.88,0.0542,5500,29,5964,2021-06-11
1032214,AR,INDIVIDUAL,"3 years","Methodist Healthcare",A,MORTGAGE,14-12-2021,14-12-2021,"Fully Paid",14-01-2022,1261672,"Debt consolidation",A1," 36 months","Not Verified",50000,0.1558,517.41,0.0603,17000,32,18627,2021-11-11
866088,AL,INDIVIDUAL,"3 years","serco, inc",A,MORTGAGE,13-09-2021,13-09-2021,"Fully Paid",13-10-2021,1079468,"Debt consolidation",A2," 36 months","Not Verified",80000,0.1444,298.1,0.0599,9800,18,10619,2021-09-11
615036,AR,INDIVIDUAL,"3 years",Vestcom,A,MORTGAGE,16-05-2021,13-12-2021,"Fully Paid",13-01-2022,788663,"Debt consolidation",A2," 36 months","Not Verified",40000,0.0789,181.97,0.0579,6000,29,6551,2021-11-10
987914,TX,INDIVIDUAL,"3 years","Total Vascular, Vein, and Wound Clinic",A,MORTGAGE,16-05-2021,14-11-2021,"Fully Paid",14-12-2021,1212119,"Debt consolidation",A2," 36 months","Not Verified",48000,0.1665,230.28,0.0662,7500,16,8290,2021-10-11
524968,GA,INDIVIDUAL,"3 years","Catholic Church of St. Monica",A,MORTGAGE,14-06-2021,13-05-2021,"Fully Paid",13-06-2021,679266,"Debt consolidation",A2," 36 months","Not Verified",48000,0.0508,295.37,0.0676,9600,20,10613,2021-06-10
810629,TX,INDIVIDUAL,"3 years","Methodist Hospital",A,MORTGAGE,16-05-2021,14-01-2021,"Fully Paid",14-02-2021,1017568,"Debt consolidation",A2," 36 months","Not Verified",130000,0.1138,261.59,0.0599,8600,32,9392,2021-07-11
1041364,TX,INDIVIDUAL,"3 years","Navistar LLC",A,MORTGAGE,15-08-2021,14-11-2021,"Fully Paid",14-12-2021,1271380,"Debt consolidation",A2," 36 months","Not Verified",64000,0.1703,313.18,0.0662,10200,26,11259,2021-12-11
759676,VT,INDIVIDUAL,"3 years","City of South Burlington",A,MORTGAGE,15-04-2021,14-06-2021,"Fully Paid",14-07-2021,959932,"Debt consolidation",A2," 36 months","Not Verified",60000,0.1608,91.26,0.0599,3000,16,3285,2021-05-11
1031306,AL,INDIVIDUAL,"3 years","Toray CFA Inc.",A,MORTGAGE,16-05-2021,13-01-2021,"Fully Paid",13-02-2021,1260922,"Debt consolidation",A2," 36 months","Not Verified",50000,0.0583,245.63,0.0662,8000,23,8486,2021-11-11
641493,PA,INDIVIDUAL,"3 years","Supreme Court of Pennsylvania",A,MORTGAGE,16-05-2021,14-01-2021,"Fully Paid",14-02-2021,821157,"Debt consolidation",A2," 36 months","Not Verified",51540,0.1627,121.31,0.0579,4000,31,4367,2021-12-10
526894,VA,INDIVIDUAL,"3 years","MTAG Services, LLC",A,MORTGAGE,14-04-2021,12-12-2021,"Fully Paid",12-01-2022,681581,"Debt consolidation",A2," 36 months","Not Verified",110000,0.1305,172.87,0.0579,9200,23,6151,2021-11-10
993535,CA,INDIVIDUAL,"3 years","Blizzard Entertainment",A,MORTGAGE,14-11-2021,14-11-2021,"Fully Paid",14-12-2021,1218313,"Debt consolidation",A3," 36 months","Not Verified",90000,0.0181,373.33,0.0751,12000,6,13440,2021-10-11
404987,GA,INDIVIDUAL,"3 years","Ackerman & Co.",A,MORTGAGE,12-05-2021,12-06-2021,"Fully Paid",12-07-2021,452152,"Debt consolidation",A3," 36 months","Not Verified",40000,0.1239,206.82,0.08,6600,26,7445,2021-05-09
483261,MN,INDIVIDUAL,"3 years","Academy of Holy Angels",A,MORTGAGE,12-02-2021,12-03-2021,"Fully Paid",12-04-2021,614929,"Debt consolidation",A3," 36 months","Not Verified",65000,0.1682,247.52,0.0714,8000,26,8799,2021-02-10
661548,NY,INDIVIDUAL,"3 years","St Anthonys Hospital",A,MORTGAGE,11-03-2021,11-03-2021,"Fully Paid",11-04-2021,846036,"Debt consolidation",A3," 36 months","Not Verified",72000,0.0413,246.73,0.0692,8000,17,8047,2021-02-11
494030,CO,INDIVIDUAL,"3 years","Northeastern Junior College",A,MORTGAGE,13-04-2021,13-04-2021,"Fully Paid",13-05-2021,632297,"Debt consolidation",A3," 36 months","Not Verified",40800,0.0933,309.4,0.0714,10000,24,11139,2021-03-10
1006397,FL,INDIVIDUAL,"3 years","PEO STRI",A,MORTGAGE,14-11-2021,14-11-2021,"Fully Paid",14-12-2021,1232815,"Debt consolidation",A3," 36 months","Not Verified",70000,0.1334,161.78,0.0751,5200,26,5824,2021-11-11
543863,LA,INDIVIDUAL,"3 years","Oceaneering International",A,MORTGAGE,16-05-2021,13-07-2021,"Fully Paid",13-08-2021,701598,"Debt consolidation",A3," 36 months","Not Verified",37820,0.2113,194.93,0.0714,6300,20,7018,2021-07-10
478080,MA,INDIVIDUAL,"3 years",,A,MORTGAGE,15-08-2021,13-02-2021,"Fully Paid",13-03-2021,606874,"Debt consolidation",A3," 36 months","Not Verified",30000,0.0796,156.1,0.0774,5000,46,5620,2021-01-10
790476,AZ,INDIVIDUAL,"3 years","Good Night Pediatrics",A,MORTGAGE,16-05-2021,14-07-2021,"Fully Paid",14-08-2021,994617,"Debt consolidation",A4," 36 months","Not Verified",140000,0.1574,139.18,0.0749,4475,32,5010,2021-06-11
742664,CA,INDIVIDUAL,"3 years","County of Riverside",A,MORTGAGE,15-03-2021,12-01-2021,"Fully Paid",12-02-2021,940781,"Debt consolidation",A4," 36 months","Not Verified",125000,0.0406,317.24,0.0749,10200,14,10665,2021-05-11
478965,KY,INDIVIDUAL,"3 years","Thermadyne Holdings  LLC",A,MORTGAGE,10-12-2021,11-01-2021,"Fully Paid",11-02-2021,608361,"Debt consolidation",A4," 36 months","Not Verified",54000,0.1629,279.99,0.0751,9000,20,9210,2021-01-10
859579,NC,INDIVIDUAL,"3 years","McKnight Smith Ward Griffin Engineers",A,MORTGAGE,14-09-2021,14-09-2021,"Fully Paid",14-10-2021,1072282,"Debt consolidation",A4," 36 months","Not Verified",51996,0.153,217.72,0.0749,7000,12,7838,2021-08-11
543951,TX,INDIVIDUAL,"3 years","KGA DeForest Design, LLC",A,MORTGAGE,16-05-2021,13-08-2021,"Fully Paid",13-09-2021,701751,"Debt consolidation",A4," 36 months","Not Verified",35808,0.2014,270.67,0.0751,8700,44,9744,2021-07-10
975937,AZ,INDIVIDUAL,"3 years","Western Refining Wholesale Inc",A,MORTGAGE,16-04-2021,14-10-2021,"Fully Paid",14-11-2021,1198282,"Debt consolidation",A5," 36 months","Not Verified",38769,0.0919,76.21,0.089,2400,15,2743,2021-10-11
596460,VA,INDIVIDUAL,"3 years","EXL Laboratories",A,MORTGAGE,13-11-2021,13-11-2021,"Fully Paid",13-12-2021,765680,"Debt consolidation",A5," 36 months","Not Verified",87996,0.199,246.69,0.0691,8000,18,8881,2021-10-10
310079,CA,INDIVIDUAL,"3 years","kaiser hospital",A,MORTGAGE,11-01-2021,09-11-2021,"Fully Paid",09-12-2021,295418,"Debt consolidation",A5," 36 months","Not Verified",113800,0.0209,132.84,0.0863,7500,19,4626,2021-05-08
478643,NY,INDIVIDUAL,"3 years","University at Buffalo, SUNY",A,MORTGAGE,13-02-2021,13-02-2021,"Fully Paid",13-03-2021,607732,"Debt consolidation",A5," 36 months","Not Verified",60000,0.0496,359.73,0.0788,11500,21,12951,2021-01-10
494849,NY,INDIVIDUAL,"3 years","Erie County Sheriffs Office",A,MORTGAGE,13-04-2021,13-05-2021,"Fully Paid",13-06-2021,633662,"Debt consolidation",A5," 36 months","Not Verified",60000,0.2082,406.65,0.0788,13000,45,14640,2021-04-10
775086,MN,INDIVIDUAL,"3 years","Wells Fargo",A,MORTGAGE,16-05-2021,13-03-2021,"Fully Paid",13-04-2021,977314,"Debt consolidation",A5," 36 months","Not Verified",95000,0.2021,314.06,0.0849,9950,47,11051,2021-06-11
552058,NV,INDIVIDUAL,"3 years",Avanade,A,MORTGAGE,16-05-2021,13-06-2021,"Fully Paid",13-07-2021,711396,"Debt consolidation",A5," 36 months","Not Verified",62000,0.1622,312.82,0.0788,10000,36,11243,2021-07-10
490909,CA,INDIVIDUAL,"3 years","Flo tv, Qualcomm",A,MORTGAGE,11-04-2021,11-04-2021,"Fully Paid",11-05-2021,627058,"Debt consolidation",A5," 36 months","Not Verified",68000,0.2044,337.83,0.0788,10800,47,11582,2021-03-10
984579,SD,INDIVIDUAL,"4 years",USGS,A,MORTGAGE,14-01-2021,13-12-2021,"Fully Paid",13-01-2022,1207806,"Debt consolidation",A1," 36 months","Not Verified",85000,0.1886,91.31,0.0603,3000,54,3259,2021-10-11
887794,FL,INDIVIDUAL,"4 years","Coca-Cola Refreshments",A,MORTGAGE,16-04-2021,14-10-2021,"Fully Paid",14-11-2021,1104050,"Debt consolidation",A1," 36 months","Not Verified",35000,0.133,304.36,0.0603,10000,41,10957,2021-09-11
690685,CO,INDIVIDUAL,"4 years","Robinson dairy INC",A,MORTGAGE,14-04-2021,14-04-2021,"Fully Paid",14-05-2021,881131,"Debt consolidation",A1," 36 months","Not Verified",38400,0.1069,301.6,0.0542,10000,32,10858,2021-03-11
438203,CA,INDIVIDUAL,"4 years",Self-employed,A,MORTGAGE,12-09-2021,12-09-2021,"Fully Paid",12-10-2021,527402,"Debt consolidation",A2," 36 months","Not Verified",69000,0.0665,31.06,0.074,1000,30,1118,2021-09-09
1016593,NY,INDIVIDUAL,"4 years",cintas,A,MORTGAGE,16-05-2021,14-05-2021,"Fully Paid",14-06-2021,1244107,"Debt consolidation",A2," 36 months","Not Verified",54000,0.118,276.34,0.0662,9000,23,9916,2021-11-11
739030,VA,INDIVIDUAL,"4 years","Boston Pacific Company",A,MORTGAGE,16-05-2021,14-01-2021,"Fully Paid",14-02-2021,936550,"Debt consolidation",A2," 36 months","Not Verified",125000,0.1134,291.14,0.0579,9600,21,10468,2021-04-11
869119,GA,INDIVIDUAL,"4 years","Kronotex USA",A,MORTGAGE,15-11-2021,14-09-2021,"Fully Paid",14-10-2021,1083016,"Debt consolidation",A2," 36 months","Not Verified",79000,0.1284,243.34,0.0599,8000,19,8760,2021-09-11
773550,FL,INDIVIDUAL,"4 years","Aurora Diagnostics",A,MORTGAGE,16-04-2021,13-01-2021,"Fully Paid",13-02-2021,975608,"Debt consolidation",A2," 36 months","Not Verified",90000,0.2187,301.14,0.0599,9900,28,10619,2021-06-11
503164,GA,INDIVIDUAL,"4 years","World Heir, Inc.",A,MORTGAGE,15-12-2021,13-04-2021,"Fully Paid",13-05-2021,647448,"Debt consolidation",A2," 36 months","Not Verified",60000,0.2386,92.31,0.0676,3000,24,3324,2021-04-10
662659,IL,INDIVIDUAL,"4 years","St. Luke's Lutheran Church, Logan Square",A,MORTGAGE,16-05-2021,14-02-2021,"Fully Paid",14-03-2021,847410,"Debt consolidation",A2," 36 months","Not Verified",62000,0.1905,198.65,0.0579,6550,55,7152,2021-02-11
562457,NJ,INDIVIDUAL,"4 years","Avis Budget Group",A,MORTGAGE,13-08-2021,13-08-2021,"Fully Paid",13-09-2021,723757,"Debt consolidation",A3," 36 months","Not Verified",77000,0.1016,247.53,0.0714,8000,17,8912,2021-08-10
972636,CO,INDIVIDUAL,"4 years","FCI Constructors, Inc.",A,MORTGAGE,14-10-2021,14-10-2021,"Fully Paid",14-11-2021,1194595,"Debt consolidation",A3," 36 months","Not Verified",52000,0.1537,56,0.0751,1800,15,2016,2021-10-11
511289,TX,INDIVIDUAL,"4 years","The University of Texas at Tyler",A,MORTGAGE,16-01-2021,11-02-2021,"Fully Paid",11-03-2021,660411,"Debt consolidation",A3," 36 months","Not Verified",65000,0.0764,216.58,0.0714,7000,15,7304,2021-05-10
726811,CA,INDIVIDUAL,"4 years",Warnaco,A,MORTGAGE,13-07-2021,13-08-2021,"Fully Paid",13-09-2021,922260,"Debt consolidation",A3," 36 months","Not Verified",75000,0.0536,370.09,0.0692,12000,11,13156,2021-04-11
424008,CA,INDIVIDUAL,"4 years","Wal-Mart DC 7033",A,MORTGAGE,12-04-2021,12-04-2021,"Fully Paid",12-05-2021,499446,"Debt consolidation",A3," 36 months","Not Verified",33000,0.1076,137.88,0.08,4400,16,4955,2021-07-09
1035508,CT,INDIVIDUAL,"4 years","Foundation Source",A,MORTGAGE,16-05-2021,14-10-2021,"Fully Paid",14-11-2021,1265335,"Debt consolidation",A3," 36 months","Not Verified",67000,0.1633,217.78,0.0751,7000,24,7835,2021-12-11
479786,WI,INDIVIDUAL,"4 years","TomoTherapy Inc",A,MORTGAGE,15-11-2021,13-02-2021,"Fully Paid",13-03-2021,609713,"Debt consolidation",A3," 36 months","Not Verified",99000,0.1004,278.46,0.0714,9000,40,10025,2021-01-10
673814,GA,INDIVIDUAL,"4 years","Waffle House",A,MORTGAGE,15-05-2021,14-03-2021,"Fully Paid",14-04-2021,861251,"Debt consolidation",A4," 36 months","Not Verified",50000,0.031,372.12,0.0729,12000,7,13396,2021-02-11
1041602,NJ,INDIVIDUAL,"4 years","Family Services",A,MORTGAGE,14-12-2021,14-12-2021,"Fully Paid",14-01-2022,1271655,"Debt consolidation",A4," 36 months","Not Verified",95000,0.0109,137.68,0.079,4400,15,4956,2021-12-11
444786,NM,INDIVIDUAL,"4 years","Digital Arts and Technology Academy",A,MORTGAGE,12-10-2021,12-10-2021,"Fully Paid",12-11-2021,534654,"Debt consolidation",A4," 36 months","Not Verified",46800,0.0287,410.94,0.0859,13000,20,14783,2021-09-09
362148,MO,INDIVIDUAL,"4 years","Pathfinder Systems",A,MORTGAGE,16-05-2021,11-06-2021,"Fully Paid",11-07-2021,371205,"Debt consolidation",A4," 36 months","Not Verified",50000,0.0962,318.33,0.0907,10000,18,11424,2021-11-08
743499,OK,INDIVIDUAL,"4 years",Intermedix,A,MORTGAGE,15-05-2021,12-09-2021,"Fully Paid",12-10-2021,941766,"Debt consolidation",A4," 36 months","Not Verified",26004,0.2049,155.51,0.0749,5000,12,5403,2021-05-11
977637,UT,INDIVIDUAL,"4 years","FL Smidth",A,MORTGAGE,16-01-2021,13-11-2021,"Fully Paid",13-12-2021,1200436,"Debt consolidation",A4," 36 months","Not Verified",76486,0.0364,187.75,0.079,6000,12,6680,2021-10-11
994720,MA,INDIVIDUAL,"4 years","Cross Country Services Corp",A,MORTGAGE,16-05-2021,14-11-2021,"Fully Paid",14-12-2021,1219373,"Debt consolidation",A4," 36 months","Not Verified",95000,0.122,200.26,0.079,6400,20,7209,2021-11-11
834615,MD,INDIVIDUAL,"4 years","E.M.S. Technologies",A,MORTGAGE,14-08-2021,14-08-2021,"Fully Paid",14-09-2021,1044486,"Debt consolidation",A4," 36 months","Not Verified",48000,0.1314,264.37,0.0749,8500,21,9517,2021-08-11
821899,MD,INDIVIDUAL,"4 years","Associated General Contractors of Americ",A,MORTGAGE,16-05-2021,14-08-2021,"Fully Paid",14-09-2021,1030296,"Debt consolidation",A4," 36 months","Not Verified",139500,0.0708,466.53,0.0749,15000,23,16795,2021-07-11
469681,UT,INDIVIDUAL,"4 years",Dialogue-Marketing,A,MORTGAGE,16-03-2021,12-03-2021,"Fully Paid",12-04-2021,592571,"Debt consolidation",A4," 36 months","Not Verified",78000,0.178,451.09,0.0751,14500,37,16048,2021-01-10
623200,OR,INDIVIDUAL,"4 years","Southern Oregon Public Defender",A,MORTGAGE,16-05-2021,13-12-2021,"Fully Paid",13-01-2022,798698,"Debt consolidation",A4," 36 months","Not Verified",61000,0.1015,138.01,0.0654,4500,30,4968,2021-12-10
389706,FL,INDIVIDUAL,"4 years","ccc transportation",A,MORTGAGE,16-05-2021,11-05-2021,"Fully Paid",11-06-2021,421715,"Debt consolidation",A4," 36 months","Not Verified",34000,0.2262,313.08,0.0932,9800,48,11116,2021-04-09
459778,RI,INDIVIDUAL,"4 years","Fidelity Investments",A,MORTGAGE,16-02-2021,12-05-2021,"Fully Paid",12-06-2021,573373,"Debt consolidation",A4," 36 months","Not Verified",75000,0.1536,252.89,0.0859,8000,33,9055,2021-11-09
759583,WI,INDIVIDUAL,"4 years","Diversey, Inc",A,MORTGAGE,16-03-2021,14-01-2021,"Fully Paid",14-02-2021,959833,"Debt consolidation",A4," 36 months","Not Verified",43600,0.237,217.72,0.0749,7000,47,7825,2021-05-11
612679,CA,INDIVIDUAL,"4 years","Ceramic classics",A,MORTGAGE,15-12-2021,12-03-2021,"Fully Paid",12-04-2021,785603,"Debt consolidation",A5," 36 months","Not Verified",36000,0.0277,123.35,0.0691,4000,10,4297,2021-11-10
610327,OR,INDIVIDUAL,"4 years","Precision Castparts Corporation",A,MORTGAGE,11-03-2021,11-03-2021,"Fully Paid",11-04-2021,782736,"Debt consolidation",A5," 36 months","Not Verified",60000,0.034,323.78,0.0691,13000,12,10678,2021-11-10
507855,TX,INDIVIDUAL,"4 years","Baylor Irving Medical Center",A,MORTGAGE,12-10-2021,12-10-2021,"Fully Paid",12-11-2021,655083,"Debt consolidation",A5," 36 months","Not Verified",81996,0.0432,437.93,0.0788,14000,16,15686,2021-04-10
461287,AZ,INDIVIDUAL,"4 years","The Green Valley Pecan Co.",A,MORTGAGE,11-09-2021,11-09-2021,"Fully Paid",11-10-2021,576393,"Debt consolidation",A5," 36 months","Not Verified",34000,0.0018,406.68,0.0894,12800,31,14284,2021-12-09
364870,CA,INDIVIDUAL,"4 years","Club One",A,MORTGAGE,11-11-2021,11-11-2021,"Fully Paid",11-12-2021,375665,"Debt consolidation",A5," 36 months","Not Verified",30000,0.2176,447.68,0.0938,14000,11,16008,2021-12-08
479730,CA,INDIVIDUAL,"4 years","Wells Fargo Bank",A,MORTGAGE,16-05-2021,13-02-2021,"Fully Paid",13-03-2021,609435,"Debt consolidation",A5," 36 months","Not Verified",55000,0.0785,265.89,0.0788,8500,23,9572,2021-02-10
434540,MA,INDIVIDUAL,"4 years","Prezza Technologies",A,MORTGAGE,16-02-2021,12-08-2021,"Fully Paid",12-09-2021,518466,"Debt consolidation",A5," 36 months","Not Verified",125000,0.0885,381.26,0.0894,12000,29,13726,2021-08-09
880291,OR,INDIVIDUAL,"4 years","City of Bend",A,MORTGAGE,16-05-2021,14-08-2021,"Fully Paid",14-09-2021,1095315,"Debt consolidation",A5," 36 months","Not Verified",38400,0.1788,216.72,0.089,6825,27,7800,2021-09-11
1033121,WA,INDIVIDUAL,"4 years","Red Lion Hotel at the Quay",A,MORTGAGE,16-05-2021,13-08-2021,"Fully Paid",13-09-2021,1262686,"Debt consolidation",A5," 36 months","Not Verified",45000,0.1357,349.29,0.089,11000,22,11979,2021-11-11
864899,TX,INDIVIDUAL,"4 years","Convio Inc.",A,MORTGAGE,13-12-2021,13-12-2021,"Fully Paid",13-01-2022,1078138,"Debt consolidation",A5," 36 months","Not Verified",71000,0.1746,378.76,0.0849,12000,16,13518,2021-09-11
382081,LA,INDIVIDUAL,"4 years","Louisiana State University",A,MORTGAGE,16-05-2021,12-03-2021,"Fully Paid",12-04-2021,411110,"Debt consolidation",A5," 36 months","Not Verified",65000,0.2245,288.85,0.0963,9000,54,10399,2021-03-09
683567,FL,INDIVIDUAL,"5 years","Computer Generated Solutions, Inc.",A,MORTGAGE,14-09-2021,12-07-2021,"Fully Paid",12-08-2021,872908,"Debt consolidation",A1," 36 months","Not Verified",57000,0.0766,241.28,0.0542,8000,17,8465,2021-02-11
856466,NC,INDIVIDUAL,"5 years",PPD,A,MORTGAGE,15-12-2021,14-09-2021,"Fully Paid",14-10-2021,1068828,"Debt consolidation",A1," 36 months","Not Verified",59000,0.0582,392.08,0.0542,13000,12,14115,2021-08-11
985332,AL,INDIVIDUAL,"5 years","MasTec Advanced Technologies",A,MORTGAGE,16-05-2021,14-10-2021,"Fully Paid",14-11-2021,1209037,"Debt consolidation",A1," 36 months","Not Verified",65000,0.2865,304.36,0.0603,10000,26,10957,2021-10-11
986834,FL,INDIVIDUAL,"5 years","Legonex Inc.",A,MORTGAGE,14-10-2021,14-10-2021,"Fully Paid",14-11-2021,1210623,"Debt consolidation",A1," 36 months","Not Verified",40000,0.1719,426.1,0.0603,14000,34,15340,2021-10-11
886900,NC,INDIVIDUAL,"5 years","Professional Grounds Management",A,MORTGAGE,16-05-2021,14-10-2021,"Fully Paid",14-11-2021,1102857,"Debt consolidation",A1," 36 months","Not Verified",41000,0.0784,243.49,0.0603,8000,15,8745,2021-09-11
733907,WA,INDIVIDUAL,"5 years","King County",A,MORTGAGE,14-05-2021,14-05-2021,"Fully Paid",14-06-2021,930342,"Debt consolidation",A1," 36 months","Not Verified",54000,0.1831,331.76,0.0542,11000,18,11943,2021-04-11
973931,TX,INDIVIDUAL,"5 years",Mosaic,A,MORTGAGE,14-07-2021,12-10-2021,"Fully Paid",12-11-2021,1196165,"Debt consolidation",A1," 36 months","Not Verified",65004,0.1248,380.45,0.0603,12500,18,13147,2021-10-11
579728,AZ,INDIVIDUAL,"5 years","Stark Electric Inc",A,MORTGAGE,13-07-2021,13-07-2021,"Fully Paid",13-08-2021,745324,"Debt consolidation",A1," 36 months","Not Verified",47748,0.1214,137.7,0.0639,4500,25,4955,2021-09-10
868879,CA,INDIVIDUAL,"5 years","Livenation Entertainment",A,MORTGAGE,13-10-2021,13-10-2021,"Fully Paid",13-11-2021,1082513,"Debt consolidation",A1," 36 months","Not Verified",90000,0.2108,241.28,0.0542,8000,30,8611,2021-09-11
770143,NJ,INDIVIDUAL,"5 years","Borough of Haddonfield",A,MORTGAGE,12-11-2021,12-11-2021,"Fully Paid",12-12-2021,971729,"Debt consolidation",A1," 36 months","Not Verified",58000,0.1423,301.6,0.0542,10000,39,10607,2021-06-11
974170,NY,INDIVIDUAL,"5 years","Watervliet Arsenal",A,MORTGAGE,13-02-2021,12-12-2021,"Fully Paid",12-01-2022,1196209,"Debt consolidation",A1," 36 months","Not Verified",66100,0.2095,152.18,0.0603,5000,42,5293,2021-10-11
519958,LA,INDIVIDUAL,"5 years","dr allen spires",A,MORTGAGE,16-05-2021,13-03-2021,"Fully Paid",13-04-2021,672157,"Debt consolidation",A2," 36 months","Not Verified",85000,0.1269,169.23,0.0676,5500,16,6087,2021-05-10
876008,IL,INDIVIDUAL,"5 years","St. Luke's Lutheran Church, Logan Square",A,MORTGAGE,16-05-2021,14-04-2021,"Fully Paid",14-05-2021,1090607,"Debt consolidation",A2," 36 months","Not Verified",62000,0.1293,304.18,0.0599,10000,57,10928,2021-09-11
677032,DC,INDIVIDUAL,"5 years","Parkinson's Action Network",A,MORTGAGE,13-04-2021,13-04-2021,"Fully Paid",13-05-2021,865079,"Debt consolidation",A3," 36 months","Not Verified",72000,0.1088,370.09,0.0692,12000,7,13186,2021-02-11
605897,FL,INDIVIDUAL,"5 years","Smith Hanley",A,MORTGAGE,14-04-2021,12-06-2021,"Fully Paid",12-07-2021,777278,"Debt consolidation",A3," 36 months","Not Verified",120000,0.1111,317.19,0.0617,14000,32,11113,2021-11-10
